Unnamed: 0,fuel.consumption.country,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Attribute35,Attribute36,Attribute37
307,308,5.5,1,7,9,3,12,989,41,10,5200,9999,9999,9999,11.18,9999.0,9999.0,16.5,845,475,20.6,15,23,2,28,33,39,42,3675,1590,1450,2345,140,88,9999.0,33.6,3.17,50,54
308,309,5.5,1,7,9,4,12,1343,48,9,5000,9999,9999,9999,10.11,9999.0,9999.0,14.5,940,425,19.6,15,21,1,28,33,39,42,3785,1645,1525,2360,152,108,9999.0,33.7,3.1289999999999996,50,54
309,310,5.5,1,7,9,4,12,1493,84,10,6500,9999,9999,9999,11.28,9999.0,9999.0,10.3,1000,500,11.9,15,21,1,28,33,39,42,4190,1695,1375,2620,188,134,9999.0,38.8,2.7289999999999996,50,54
310,311,5.5,1,7,9,4,12,1493,84,10,6500,9999,9999,9999,11.28,9999.0,9999.0,10.4,1025,480,12.2,15,21,1,28,33,39,42,4460,1695,1390,2620,192,134,9999.0,38.8,2.7289999999999996,50,54
311,312,5.5,1,7,9,4,12,1299,55,10,6000,750,9999,9999,10.45,9999.0,9999.0,12.5,945,500,17.2,15,21,1,28,33,39,42,3880,1680,1365,2415,170,108,9999.0,32.4,3.258,50,54
312,313,5.5,1,7,9,4,12,1299,63,11,6000,9999,9999,9999,12.0,9999.0,9999.0,12.5,980,520,15.6,15,20,2,28,33,38,42,3860,1690,1680,2500,165,124,9999.0,30.4,3.56,50,54
313,314,5.5,1,7,9,4,12,1299,63,11,6000,9999,9999,9999,12.0,9999.0,9999.0,13.1,925,450,14.7,15,20,2,28,33,38,42,3615,1660,1500,2370,165,124,9999.0,35.8,2.9810000000000003,50,54
314,315,5.5,2,8,9,4,12,2151,105,18,4200,750,4750,4600,18.4,4.5,7.6,10.9,1620,650,15.4,15,19,2,29,34,38,43,4839,1799,1504,2833,205,315,0.685,54.5,2.173,50,55
315,316,5.5,1,7,9,4,12,1390,44,10,4700,870,6000,9999,10.49,9999.0,10.3,16.3,1059,460,24.1,15,21,1,28,33,39,42,4137,1640,1459,2444,155,116,0.706,32.1,3.298,50,54
316,317,5.5,1,8,9,5,12,2387,99,18,4000,9999,9999,9999,16.0,9999.0,9999.0,10.2,1410,525,14.2,15,21,1,29,34,38,43,4466,1743,1470,2593,200,304,9999.0,48.9,2.374,51,57
317,318,5.5,1,8,9,4,12,1974,55,22,4800,800,5350,9999,8.4,9999.0,9999.0,15.9,1120,500,20.4,15,21,1,28,35,40,44,4175,1665,1520,2400,162,132,9999.0,38.2,2.759,51,59
318,319,5.5,1,8,11,4,12,1995,60,19,4300,800,9999,9999,11.65,9999.0,9999.0,17.0,1430,615,23.8,15,18,1,29,34,38,48,4317,1742,1634,2694,160,185,0.78,40.3,2.877,51,57
319,320,5.5,1,8,11,4,12,1910,77,18,4000,9999,9999,9999,13.16,9999.0,9999.0,12.4,1370,560,17.8,15,21,1,29,34,38,43,3994,1871,1695,2666,170,200,0.7390000000000001,41.5,2.736,51,57
320,321,5.6,1,7,9,4,12,1397,60,11,5000,750,5750,6000,11.69,5.2,8.1,12.9,1020,460,17.0,15,18,1,28,33,38,42,3575,1719,1575,2423,170,130,0.713,37.3,2.826,50,54
321,322,5.6,1,7,9,4,12,1397,60,11,5000,750,5750,6000,11.69,5.2,8.1,12.9,1020,460,17.0,15,18,1,28,33,38,42,3575,1719,1575,2423,170,130,0.713,37.3,2.826,50,54
322,323,5.6,1,7,9,4,12,1598,74,11,6000,850,9999,9999,11.8,9999.0,9999.0,12.5,1220,580,16.5,15,21,2,28,33,38,42,4495,1707,1425,2637,193,150,0.557,30.7,3.667,52,56
323,324,5.6,1,7,9,4,12,973,43,10,5600,900,9999,9999,10.98,9999.0,9999.0,18.0,940,385,21.9,15,18,2,28,33,39,42,3500,1620,1695,2360,142,85,0.866,28.4,3.6,50,54
324,325,5.6,1,8,9,4,12,1905,51,23,4600,800,9999,9999,7.92,9999.0,9999.0,19.9,1185,655,23.2,15,21,1,28,35,40,44,4108,1719,1802,2690,142,120,0.973,35.6,3.95,51,57
325,326,5.6,1,8,9,4,12,2088,80,22,4300,675,5150,9999,15.05,9999.0,9999.0,12.9,1463,582,18.3,15,21,1,29,35,40,44,4708,1794,1389,2850,192,250,0.636,43.9,2.647,51,57
326,327,5.6,1,7,9,4,12,1587,65,10,5600,850,6500,9999,10.69,9999.0,9999.0,11.7,1025,9999,15.8,15,21,1,28,33,39,42,3822,1652,1435,2442,185,135,0.65,33.4,3.196,50,54
327,328,5.6,1,7,9,4,12,1361,55,10,5500,850,6500,9999,10.25,9999.0,9999.0,13.2,815,500,14.8,15,21,1,28,33,39,42,3678,1588,1380,2385,180,111,0.564,36.2,2.888,50,54
328,329,5.6,1,7,9,4,12,1361,55,10,5500,850,6500,9999,10.25,9999.0,9999.0,17.3,980,500,17.8,15,21,1,28,33,39,42,3822,1652,1435,2442,160,111,0.65,47.3,2.2569999999999997,50,54
329,330,5.6,1,7,9,4,12,1361,55,10,5500,850,6500,9999,10.25,9999.0,9999.0,17.3,980,500,17.8,15,21,1,28,33,39,42,3822,1652,1435,2442,160,111,0.65,47.3,2.2569999999999997,50,54
330,331,5.6,1,7,9,4,12,1242,59,11,5000,9999,9999,9999,11.53,9999.0,9999.0,12.3,960,510,16.3,15,21,2,28,33,39,42,3800,1660,1480,2460,165,114,9999.0,37.9,2.798,50,54
331,332,5.6,1,7,9,4,12,1242,59,11,5000,9999,9999,9999,11.53,9999.0,9999.0,12.3,960,510,16.3,15,21,2,28,33,39,42,3800,1660,1480,2460,165,114,9999.0,54.0,1.9609999999999999,50,54
332,333,5.6,1,7,9,4,12,1242,59,11,5000,9999,9999,9999,11.53,9999.0,9999.0,12.6,975,510,16.5,15,21,2,28,33,39,42,3835,1660,1480,2460,165,114,9999.0,44.5,2.416,50,54
333,334,5.6,1,7,9,4,12,1242,59,11,5000,9999,9999,9999,11.53,9999.0,9999.0,12.6,975,510,16.5,15,21,2,28,33,39,42,3835,1660,1480,2460,165,114,9999.0,54.8,1.9609999999999999,50,54
334,335,5.6,1,7,9,4,12,1588,80,11,6000,9999,9999,9999,10.92,9999.0,9999.0,10.3,1105,535,13.8,15,21,2,28,33,39,42,4517,1696,1394,2620,190,138,9999.0,34.2,3.215,50,54
335,336,5.6,1,7,9,4,12,1588,80,11,6000,9999,9999,9999,10.92,9999.0,9999.0,10.3,1105,535,13.8,15,21,2,28,33,39,42,4517,1696,1394,2620,190,138,9999.0,34.2,3.215,50,54
336,337,5.6,1,7,9,4,12,1499,66,10,6200,9999,9999,9999,9.98,9999.0,9999.0,10.8,885,525,13.4,15,21,1,28,33,39,42,4085,1620,1390,2395,170,119,9999.0,34.1,3.16,50,54
337,338,5.6,1,7,9,4,12,1296,62,10,6500,850,9999,9999,10.18,9999.0,9999.0,13.4,830,530,13.4,15,21,1,28,33,39,42,3780,1620,1390,2395,170,105,9999.0,34.1,3.16,50,54
338,339,5.6,1,7,9,4,12,1493,84,10,6500,750,9999,9999,11.28,9999.0,9999.0,11.6,1065,485,12.7,15,21,1,28,33,39,42,4325,1695,1390,2620,192,134,9999.0,38.8,2.7289999999999996,52,54
339,340,5.6,1,7,9,4,12,1834,92,12,5500,600,9999,9999,11.92,9999.0,9999.0,10.4,1195,510,13.0,15,21,2,28,34,38,48,4475,1710,1405,2550,200,174,9999.0,34.9,3.228,52,54
340,341,5.6,1,7,9,4,12,1834,92,12,5500,600,9999,9999,11.92,9999.0,9999.0,10.4,1195,520,13.0,15,21,2,28,34,38,48,4475,1710,1405,2550,200,174,9999.0,34.9,3.228,52,54
341,342,5.6,1,7,9,4,12,1834,92,12,5500,600,9999,9999,11.92,9999.0,9999.0,10.4,1215,520,13.2,15,21,2,28,34,38,48,4475,1710,1405,2550,200,174,9999.0,34.9,3.228,52,54
342,343,5.6,1,7,9,4,12,1834,92,12,5500,600,9999,9999,11.92,9999.0,9999.0,10.4,1250,485,13.6,15,21,2,28,34,38,48,4475,1710,1405,2550,200,174,9999.0,34.9,3.228,52,54
343,344,5.6,1,7,9,4,12,1299,63,10,6000,9999,9999,9999,10.25,9999.0,9999.0,12.5,890,510,14.1,15,21,1,28,33,38,42,3900,1680,1395,2380,160,106,9999.0,31.5,3.346,50,54
344,345,5.6,1,7,9,4,12,1299,63,10,6000,9999,9999,9999,10.25,9999.0,9999.0,12.5,930,520,14.8,15,21,1,28,33,38,42,4225,1690,1390,2480,160,106,9999.0,31.5,3.346,50,54
345,346,5.6,1,7,9,4,12,1324,47,10,5200,9999,9999,9999,9.68,9999.0,9999.0,14.1,793,467,16.9,15,21,1,28,33,39,42,3565,1605,1460,2295,150,102,9999.0,37.9,2.625,50,54
346,347,5.6,1,7,9,4,12,1324,47,10,5200,9999,9999,9999,9.68,9999.0,9999.0,14.1,848,422,18.0,15,21,1,28,33,39,42,3615,1605,1455,2345,150,102,9999.0,37.9,2.625,50,54
347,348,5.6,2,8,9,5,12,2688,125,18,4200,680,4750,4600,17.3,4.2,7.0,9.5,1680,650,13.4,15,19,2,29,34,38,43,4839,1799,1505,2833,215,370,0.723,54.1,2.173,50,57
348,349,5.6,2,8,9,6,12,2926,135,18,4000,9999,9999,9999,16.75,9999.0,9999.0,7.9,1590,540,11.8,15,18,2,29,34,38,43,4478,1739,1409,2725,225,390,0.68,51.2,2.3,51,57
349,350,5.6,2,8,9,6,12,2497,120,22,4000,9999,9999,9999,17.61,9999.0,9999.0,9.4,1685,625,14.0,15,18,2,29,34,38,43,4808,1799,1445,2827,215,350,0.6940000000000001,45.1,2.6,51,57
350,351,5.6,1,7,9,4,12,1596,74,11,6000,9999,9999,9999,11.42,9999.0,9999.0,11.3,1118,517,15.1,15,23,2,28,33,38,42,4438,1702,1484,2615,185,145,0.645,35.5,3.69,52,54
351,352,5.6,1,8,9,4,12,1905,66,22,4000,800,4500,9999,12.93,9999.0,9999.0,15.2,1360,550,20.6,15,21,1,29,35,39,44,4712,1755,1420,2740,172,196,0.7040000000000001,40.3,2.818,51,57
352,353,5.6,1,8,9,4,12,2088,80,22,4300,675,5150,9999,15.05,9999.0,9999.0,14.2,1527,588,19.1,15,21,1,29,35,40,44,4963,1794,1464,2850,184,250,0.741,43.9,2.647,51,57
353,354,5.6,1,8,9,5,12,2387,100,18,4000,9999,9999,9999,16.0,9999.0,9999.0,9.9,1400,495,14.0,15,21,1,29,34,38,43,4430,1745,1420,2595,203,304,0.639,46.8,2.423,51,57
354,355,5.6,1,7,9,4,12,1324,47,10,5200,9999,9999,9999,9.68,9999.0,9999.0,14.1,848,462,18.0,15,21,1,28,33,39,42,3940,1605,1460,2345,150,102,9999.0,37.9,2.625,50,54
355,356,5.6,1,8,11,4,12,1896,66,20,4000,860,9999,9999,13.92,9999.0,11.9,19.3,1654,796,25.1,15,21,1,29,34,38,47,4620,1810,1730,2835,160,210,0.831,40.7,2.8539999999999996,51,57
356,357,5.6,1,8,11,4,12,1997,80,18,4000,9999,9999,9999,15.73,9999.0,9999.0,12.7,1690,695,21.1,15,21,1,29,34,38,43,4454,1834,1714,2824,175,250,0.915,43.5,2.718,51,57
357,358,5.6,1,8,11,4,12,1997,80,18,4000,9999,9999,9999,15.73,9999.0,9999.0,12.7,1690,695,21.1,15,21,1,29,34,38,43,4454,1834,1714,2824,175,250,0.915,43.5,2.718,51,57
358,359,5.6,1,8,11,4,12,1997,80,18,4000,9999,9999,9999,15.73,9999.0,9999.0,15.8,1667,728,20.8,15,21,1,29,34,38,43,4470,1832,1714,2824,173,250,0.888,43.4,2.727,51,57
359,360,5.6,1,8,11,4,12,1997,80,18,4000,9999,9999,9999,15.73,9999.0,9999.0,15.8,1667,728,20.8,15,21,1,29,34,38,43,4470,1832,1714,2824,173,250,0.888,43.4,2.727,51,57
360,361,5.6,1,7,11,4,12,1299,63,10,6000,750,9999,9999,11.32,9999.0,9999.0,13.4,1120,535,17.8,15,21,1,28,33,38,42,4030,1700,1515,2500,170,117,9999.0,31.9,3.346,50,54
361,362,5.7,1,7,9,4,12,1598,75,11,5250,750,5750,6000,11.8,5.0,7.4,10.8,1040,460,13.9,15,18,1,28,33,38,42,3575,1719,1575,2423,180,150,0.713,37.3,2.826,50,54
362,363,5.7,1,7,9,4,12,1598,75,11,5250,750,5750,6000,11.8,5.0,7.4,10.8,1040,460,13.9,15,18,1,28,33,38,42,3575,1719,1575,2423,173,150,0.713,37.3,2.826,50,54
363,364,5.7,1,7,9,4,12,1397,60,11,5000,750,5750,6000,11.69,5.2,8.1,12.8,1020,460,17.0,15,18,1,28,33,38,42,3575,1719,1575,2423,170,130,0.713,34.2,3.88,50,54
364,365,5.7,1,7,9,4,12,1598,75,11,5250,750,5750,6000,11.8,5.0,7.4,10.7,1040,460,13.9,15,18,1,28,33,38,42,3575,1719,1575,2423,180,150,0.713,34.2,3.88,50,54
365,366,5.7,2,8,9,5,12,2688,125,18,4200,680,4750,4600,18.7,3.7,6.2,9.3,1600,550,12.8,15,19,2,29,34,38,43,4818,1799,1440,2833,220,400,0.629,50.2,2.343,50,57
366,367,5.7,2,8,9,5,12,2685,125,18,4200,680,4750,4600,18.72,9999.0,9999.0,9.1,1555,525,12.4,15,19,2,29,34,38,43,4526,1728,1427,2715,225,400,9999.0,52.5,2.22,50,57
367,368,5.7,1,7,9,4,12,1595,74,10,5600,800,6500,9999,11.42,9999.0,7.3,11.0,1090,560,14.7,15,21,1,28,33,39,42,4152,1735,1427,2513,188,145,0.639,32.1,3.613,50,54
368,369,5.7,1,7,9,4,12,1595,74,10,5600,800,6500,9999,11.42,9999.0,7.3,11.0,1090,560,14.7,15,21,1,28,33,39,42,4152,1735,1427,2513,188,145,0.639,32.1,3.613,50,54
369,370,5.7,2,7,9,4,12,1895,77,10,5300,850,6000,6000,10.94,9999.0,9999.0,12.4,1285,500,16.7,15,24,1,28,33,38,42,4471,1739,1415,2725,200,165,0.597,35.9,3.2,50,54
370,371,5.7,2,8,9,6,12,2926,135,18,4000,9999,9999,9999,16.75,9999.0,9999.0,8.0,1575,540,11.7,15,18,2,29,34,38,43,4775,1799,1439,2830,225,390,0.6509999999999999,50.7,2.4,51,57
371,372,5.7,1,7,9,4,12,1389,66,11,6000,900,9999,9999,11.31,9999.0,9999.0,14.0,949,461,14.4,15,21,2,28,33,38,42,3741,1608,1424,2443,163,125,0.6579999999999999,38.8,2.655,52,56
372,373,5.7,1,7,9,4,12,1199,55,10,5600,900,9999,9999,11.53,9999.0,9999.0,13.5,958,382,17.4,15,18,2,28,33,39,42,3500,1620,1695,2360,155,110,0.866,30.3,3.4,50,54
373,374,5.7,1,7,9,4,12,1587,65,10,5600,850,6500,9999,10.69,9999.0,9999.0,11.7,1025,500,15.8,15,21,1,28,33,39,42,3822,1652,1435,2442,185,135,0.65,33.4,3.196,50,54
374,375,5.7,1,7,9,4,12,1587,65,10,5600,850,6500,9999,10.69,9999.0,9999.0,11.7,1025,500,15.8,15,21,1,28,33,39,42,3822,1652,1435,2442,185,135,0.65,33.4,3.196,50,54
375,376,5.7,1,8,9,4,12,2188,83,22,4300,9999,9999,9999,14.36,9999.0,9999.0,11.8,1425,615,17.2,15,21,1,29,35,0,44,4508,1752,1442,2670,195,250,0.621,45.7,2.5,51,57
376,377,5.7,1,7,9,4,12,1390,70,9999,6000,9999,9999,9999,11.48,9999.0,9999.0,12.9,1235,560,17.6,15,21,2,28,33,39,42,4169,1698,1675,2580,173,127,9999.0,9999.0,9999.0,50,54
377,378,5.7,1,7,9,4,12,1834,92,13,5500,620,9999,9999,11.92,9999.0,9999.0,10.5,1295,475,14.1,15,21,2,28,34,38,48,4483,1717,1411,2550,200,174,9999.0,37.0,2.9410000000000003,52,54
378,379,5.7,1,8,9,5,12,2387,100,18,4000,9999,9999,9999,16.0,9999.0,9999.0,9.9,1490,510,14.9,15,21,1,29,34,38,43,4723,1810,1415,2702,202,304,9999.0,52.9,2.188,51,57
379,380,5.7,1,7,9,4,12,1242,44,10,5500,900,9999,9999,9.92,9999.0,9999.0,17.5,890,460,20.2,15,21,1,28,36,39,42,3723,1690,1435,2380,150,98,9999.0,45.2,2.3,50,54
380,381,5.7,2,7,9,4,12,1795,88,11,5500,875,9999,9999,11.55,9999.0,9999.0,9.2,1060,260,12.0,15,21,2,28,33,39,42,3914,1629,1274,2376,193,165,0.648,9999.0,9999.0,50,54
381,382,5.7,2,7,9,4,12,1795,88,11,5500,875,9999,9999,11.55,9999.0,9999.0,9.2,1060,260,12.0,15,21,2,28,33,39,42,3914,1629,1274,2376,193,165,0.648,48.2,3.12,50,54
382,383,5.7,1,7,9,4,12,1795,86,11,5500,9999,9999,9999,11.2,9999.0,9999.0,9.3,1155,485,13.4,15,21,2,28,33,39,42,4517,1696,1394,2620,193,160,9999.0,36.5,3.13,50,54
383,384,5.7,1,7,9,4,12,1795,86,11,5500,9999,9999,9999,11.2,9999.0,9999.0,9.3,1155,485,13.4,15,21,2,28,33,39,42,4517,1696,1394,2620,193,160,9999.0,36.5,3.13,50,54
384,385,5.7,1,7,9,4,12,1396,55,10,6000,9999,9999,9999,10.08,9999.0,9999.0,14.6,955,530,17.4,15,21,1,28,33,39,42,4190,1695,1375,2620,165,112,9999.0,37.2,2.8489999999999998,50,54
385,386,5.7,1,7,9,4,12,1396,66,10,6300,9999,9999,9999,11.43,9999.0,9999.0,11.6,965,520,14.6,15,21,1,28,33,39,42,4190,1695,1375,2620,177,127,9999.0,37.2,2.8489999999999998,50,54
386,387,5.7,1,7,9,4,12,1396,66,10,6300,9999,9999,9999,11.43,9999.0,9999.0,11.6,990,500,15.0,15,21,1,28,33,39,42,4460,1695,1390,2620,182,127,9999.0,37.2,2.8489999999999998,50,54
387,388,5.7,1,7,9,4,12,1392,55,10,6000,700,9999,9999,10.47,9999.0,9999.0,12.8,1060,535,19.3,15,18,2,28,33,38,42,4340,1700,1395,2535,169,116,9999.0,35.7,3.54,52,54
388,389,5.7,1,7,9,4,12,1398,71,11,6000,9999,9999,9999,11.69,9999.0,9999.0,11.8,1045,535,14.7,15,20,2,28,33,38,42,4120,1690,1385,2465,185,130,9999.0,32.3,3.37,50,54
389,390,5.7,1,7,9,4,12,1398,71,11,6000,9999,9999,9999,11.69,9999.0,9999.0,11.8,1040,540,14.6,15,20,2,28,33,38,42,4315,1690,1385,2465,185,130,9999.0,32.3,3.37,50,54
390,391,5.7,1,7,9,4,12,1398,71,11,6000,9999,9999,9999,11.69,9999.0,9999.0,11.8,1085,495,15.3,15,20,2,28,33,38,42,4290,1690,1385,2465,185,130,9999.0,32.3,3.37,50,54
391,392,5.7,2,8,9,4,12,2151,105,18,4200,750,4750,4600,18.4,4.3,7.2,11.2,1645,625,15.7,15,19,2,29,34,38,43,4839,1799,1504,2833,202,315,0.685,49.7,2.3819999999999997,50,55
392,393,5.7,1,7,9,4,12,1834,92,13,5500,620,9999,9999,11.92,9999.0,9999.0,10.5,1315,475,14.3,15,21,2,28,34,38,48,4483,1717,1413,2550,200,174,9999.0,37.0,2.9410000000000003,52,54
393,394,5.7,1,7,9,4,12,1493,84,10,6500,750,9999,9999,11.28,9999.0,9999.0,12.1,1115,495,13.3,15,21,1,28,33,39,42,4425,1695,1440,2620,190,134,9999.0,38.8,2.7289999999999996,52,54
394,395,5.8,2,7,9,4,12,1895,77,10,5300,850,6000,6000,10.94,9999.0,9999.0,11.9,1175,460,15.3,15,24,1,28,33,38,42,4210,1698,1393,2696,190,165,0.647,35.4,3.2,50,54
395,396,5.8,1,7,9,4,12,1242,55,10,5200,875,7500,9999,11.13,9999.0,9999.0,15.9,968,507,17.6,15,23,2,28,33,38,42,3828,1634,1334,2446,162,110,0.662,40.6,2.523,52,54
396,397,5.8,1,7,9,4,12,1598,55,10,5200,850,9999,9999,10.07,9999.0,9999.0,14.5,1105,520,20.1,15,21,1,28,33,38,42,4252,1709,1425,2606,170,128,0.589,34.9,3.3289999999999997,52,54
397,398,5.8,1,7,9,4,12,1598,55,10,5200,850,9999,9999,10.07,9999.0,9999.0,14.5,1085,520,19.7,15,21,1,28,33,38,42,4110,1709,1425,2606,170,128,0.609,39.1,2.968,52,54
398,399,5.8,1,7,9,4,12,1598,55,10,5200,850,9999,9999,10.07,9999.0,9999.0,14.5,1105,520,20.1,15,21,1,28,33,38,42,4110,1709,1425,2606,170,128,0.629,39.1,2.968,52,54
399,400,5.8,1,7,9,4,12,1799,85,11,5400,850,9999,9999,11.87,9999.0,9999.0,11.0,1258,542,14.8,15,21,2,28,33,39,42,4495,1707,1425,2637,203,170,0.557,33.9,3.3289999999999997,52,56
400,401,5.8,1,7,9,4,12,1799,85,11,5400,850,9999,9999,11.87,9999.0,9999.0,11.0,1273,542,15.0,15,21,2,28,33,39,42,4495,1707,1425,2637,203,170,0.557,33.9,3.3289999999999997,52,56
401,402,5.8,1,7,9,4,12,1598,55,10,4500,690,9999,9999,10.62,9999.0,9999.0,12.0,965,485,17.5,15,21,1,28,33,39,42,3883,1635,1415,2450,170,135,0.679,35.8,2.875,50,54
402,403,5.8,1,7,9,4,12,1361,55,10,5500,850,9999,9999,10.25,9999.0,9999.0,12.0,1020,560,18.5,15,21,1,28,33,39,42,4167,1698,1401,2540,175,111,0.634,32.4,3.287,50,54
403,404,5.8,1,7,9,4,12,1361,55,10,5500,850,9999,9999,10.25,9999.0,9999.0,14.1,1030,550,18.7,15,21,1,28,33,39,42,4167,1698,1401,2540,175,111,0.634,32.4,3.287,50,54
404,405,5.8,1,7,9,4,12,1361,55,10,5500,850,6500,9999,10.25,9999.0,9999.0,14.9,1040,475,18.9,15,21,1,28,33,39,42,4267,1689,1379,2580,168,111,0.672,35.0,3.116,50,54
405,406,5.8,1,7,9,4,12,1361,55,10,5500,850,6500,9999,10.25,9999.0,9999.0,14.7,1030,450,18.7,15,21,1,28,33,39,42,4030,1680,1353,2580,165,111,0.672,35.0,3.116,50,54
406,407,5.8,1,8,9,4,12,2188,83,22,4300,725,9999,9999,13.44,9999.0,9999.0,13.2,1575,570,19.0,15,21,1,29,35,0,44,4768,1816,1435,2765,192,234,0.654,39.8,2.917,51,57
407,408,5.8,2,7,9,4,12,1795,107,11,7000,875,9999,9999,12.18,9999.0,9999.0,7.7,1070,250,10.0,15,21,2,28,33,39,42,3914,1629,1274,2376,212,174,0.648,9999.0,9999.0,50,54
408,409,5.8,1,7,9,4,12,1795,107,11,6750,9999,9999,9999,12.18,9999.0,9999.0,7.8,1015,505,9.5,15,21,2,28,33,39,42,3990,1688,1419,2500,205,174,9999.0,33.6,3.213,50,54
409,410,5.8,1,7,9,4,12,1296,44,10,6000,850,9999,9999,8.14,9999.0,9999.0,15.0,830,530,18.9,15,21,1,28,33,39,42,3780,1620,1390,2395,155,84,9999.0,31.5,3.266,50,54
410,411,5.8,1,7,9,4,12,1296,44,10,6000,850,9999,9999,8.14,9999.0,9999.0,15.0,830,530,18.9,15,21,1,28,33,39,42,3780,1620,1390,2395,155,84,9999.0,31.5,3.266,50,54
411,412,5.8,1,7,9,4,12,1597,66,10,5500,800,9999,9999,10.78,9999.0,9999.0,10.5,975,505,14.8,15,21,1,28,33,38,42,3880,1680,1365,2415,185,137,9999.0,35.3,2.986,52,54
412,413,5.8,1,7,9,4,12,1597,73,10,5750,750,9999,9999,10.78,9999.0,9999.0,12.1,1155,510,15.8,15,21,1,28,33,38,42,4475,1710,1405,2550,190,137,9999.0,33.7,3.228,52,54
413,414,5.8,1,7,9,4,12,1597,73,10,5750,750,9999,9999,10.78,9999.0,9999.0,12.1,1175,510,16.1,15,21,1,28,33,38,42,4475,1710,1405,2550,190,137,9999.0,33.7,3.228,52,54
414,415,5.8,1,7,9,4,12,1242,55,10,5200,9999,7500,9999,11.13,9999.0,9999.0,12.7,914,506,16.6,15,21,2,28,33,38,42,3828,1634,1334,2446,170,110,0.662,32.0,3.213,52,54
415,416,5.8,1,7,9,4,12,1299,63,11,6000,9999,9999,9999,12.0,9999.0,9999.0,13.8,990,520,15.7,15,20,2,28,33,38,42,3860,1690,1680,2500,155,124,9999.0,35.8,2.9810000000000003,50,54
416,417,5.8,1,7,9,4,12,1597,70,10,5250,830,7100,9999,11.17,9999.0,9999.0,13.5,1311,639,18.7,15,21,2,28,33,38,42,4671,1751,1480,2704,180,142,0.6970000000000001,36.2,3.114,52,54
417,418,5.8,1,7,9,4,12,1595,74,10,5600,800,6500,9999,11.42,9999.0,7.8,11.9,1210,535,16.4,15,21,1,28,33,39,42,4397,1735,1485,2515,188,145,0.6779999999999999,32.1,3.613,50,54
418,419,5.8,1,7,9,4,12,1361,55,10,5500,850,6500,9999,10.25,9999.0,9999.0,15.3,1065,485,19.4,15,21,1,28,33,39,42,4344,1680,1407,2580,165,111,0.679,35.0,3.116,50,54
419,420,5.8,1,7,9,4,12,1299,56,10,5500,750,9999,9999,11.13,9999.0,9999.0,9999.0,930,425,16.6,15,21,1,28,33,38,42,3500,1620,1700,2360,145,115,0.866,31.8,3.2,52,54
420,421,5.8,1,7,9,4,12,1398,71,11,6000,9999,9999,9999,11.69,9999.0,9999.0,11.8,1085,530,15.3,15,20,2,28,33,38,42,4340,1690,1490,2465,185,130,9999.0,32.3,3.37,50,54
421,422,5.9,2,8,9,6,12,3226,145,18,4200,630,4750,4700,18.31,3.7,5.7,8.3,1610,570,11.1,15,19,2,29,34,38,43,4818,1799,1440,2833,230,470,0.629,53.4,2.22,50,57
422,423,5.9,1,7,9,4,12,1595,74,10,5600,780,6500,9999,11.42,9999.0,8.2,11.3,1200,550,16.2,15,21,1,28,33,39,42,4479,1733,1416,2617,190,145,0.609,32.3,3.595,50,54
423,424,5.9,1,8,9,6,13,2496,110,20,4000,750,4800,9999,15.61,9999.0,6.7,9.8,1415,550,12.9,15,23,4,29,34,38,46,4479,1733,1416,2617,214,310,0.629,50.6,2.294,51,57
424,425,5.9,3,8,9,6,13,2496,110,20,4000,750,4800,9999,15.61,9999.0,6.3,9.4,1495,550,13.6,15,23,4,29,34,38,46,4479,1733,1416,2607,216,310,0.65,53.2,2.182,51,57
425,426,5.9,1,7,9,4,12,1297,44,10,5000,800,9999,9999,9.98,9999.0,9999.0,15.9,958,507,21.8,16,18,1,28,33,38,42,3828,1634,1334,2446,155,103,0.662,35.3,2.93,50,54
426,427,5.9,1,7,9,4,12,1242,55,10,5200,875,7500,9999,11.13,9999.0,9999.0,12.7,968,507,17.6,15,23,2,28,33,38,42,3828,1634,1334,2446,170,110,0.662,31.8,3.228,52,54
427,428,5.9,1,7,9,4,12,1598,74,11,6000,900,9999,9999,11.8,9999.0,9999.0,11.5,1105,520,14.9,15,21,2,28,33,39,42,4110,1709,1425,2606,188,150,0.609,34.9,3.3289999999999997,52,54
428,429,5.9,1,7,9,4,12,1796,85,11,5400,780,9999,9999,11.89,9999.0,9999.0,10.0,1145,520,13.5,15,21,2,28,33,38,42,4110,1709,1425,2606,200,170,0.609,34.9,3.3289999999999997,52,54
429,430,5.9,1,7,9,4,12,1796,85,11,5400,780,9999,9999,11.89,9999.0,9999.0,10.0,1165,520,13.7,15,21,2,28,33,38,42,4110,1709,1425,2606,200,170,0.629,34.9,3.3289999999999997,52,54
430,431,5.9,1,7,9,4,12,1796,85,11,5400,780,9999,9999,11.89,9999.0,9999.0,10.0,1165,520,13.7,15,21,2,28,33,38,42,4252,1709,1425,2606,200,170,0.589,34.9,3.3289999999999997,52,54
